,pmid,doi,fulltextlink
599,34435702,10.1002/jemt.23913,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/jemt.23913
600,34513328,10.7717/peerj.11988,https://peerj.com/articles/11988/
601,34428093,10.1044/2021_JSLHR-21-00134,https://pubs.asha.org/doi/10.1044/2021_JSLHR-21-00134
602,34420233,10.1111/srt.13086,https://onlinelibrary.wiley.com/doi/10.1111/srt.13086
603,34416824,10.1177/00220345211032524,https://journals.sagepub.com/doi/10.1177/00220345211032524
604,34416844,10.1177/00034894211041222,https://journals.sagepub.com/doi/10.1177/00034894211041222
605,34415093,10.1002/hbm.25629,https://onlinelibrary.wiley.com/doi/10.1002/hbm.25629
606,34476402,10.1097/CCE.0000000000000515,error
607,34414609,10.1111/jocs.15917,https://onlinelibrary.wiley.com/doi/10.1111/jocs.15917
608,34352741,10.1088/1741-2552/ac1adc,"https://validate.perfdrive.com/?ssa=29cbcf1a-d174-4816-8f42-346de457ea5f&ssb=03908240832&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1741-2552%2Fac1adc&ssi=071e23ec-8427-4d92-8571-f5e87efe0378&ssk=support@shieldsquare.com&ssm=85819090270240992105081012720678&ssn=250f57b357126e88199c76227caac2b1d277dd557d0d-2c3a-422e-993a80&sso=b856d72b-69aced0615461bbd9b0cad76ad729ebec0311d6b1a5aae7d&ssp=89061726731654682123165463795030493&ssq=74823629147529077379091475676962500444196&ssr=MTI5LjMxLjIzMC43OQ==&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/102.0.5005.63%20Safari/537.36&ssv=&ssw=&ssx=W10="
609,34485331,10.3389/fmed.2021.688986,https://www.frontiersin.org/articles/10.3389/fmed.2021.688986/full
610,34407948,10.1126/sciadv.abh0693,https://www.science.org/doi/10.1126/sciadv.abh0693?cookieSet=1
611,34692207,10.1364/BOE.429918,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-9-5658&id=457264
612,34485199,10.3389/fped.2021.710720,https://www.frontiersin.org/articles/10.3389/fped.2021.710720/full
613,34390311,10.1002/ehf2.13556,https://onlinelibrary.wiley.com/doi/10.1002/ehf2.13556
614,34692201,10.1364/BOE.428738,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-9-5559&id=457142
615,34390089,10.1002/hbm.25620,https://onlinelibrary.wiley.com/doi/10.1002/hbm.25620
616,34518740,10.1002/ima.22644,https://onlinelibrary.wiley.com/doi/10.1002/ima.22644
617,34387869,10.1111/dmcn.15010,https://onlinelibrary.wiley.com/doi/10.1111/dmcn.15010
618,34382153,10.1007/s10840-021-01045-4,https://link.springer.com/article/10.1007/s10840-021-01045-4
619,34383673,10.2196/28287,https://medinform.jmir.org/2021/8/e28287
620,34379019,10.1177/07067437211037141,https://journals.sagepub.com/doi/10.1177/07067437211037141
621,34379525,10.1128/JCM.00971-21,https://journals.asm.org/doi/10.1128/JCM.00971-21
622,34870214,10.1148/ryai.2021200278,https://pubs.rsna.org/doi/10.1148/ryai.2021200278
623,34441819,10.3390/jcm10163523,https://www.mdpi.com/2077-0383/10/16/3523
624,34441383,10.3390/diagnostics11081449,https://www.mdpi.com/2075-4418/11/8/1449
625,34423031,10.1155/2021/1337558,https://www.hindawi.com/journals/bmri/2021/1337558/
626,34309844,10.1002/mp.15126,https://aapm.onlinelibrary.wiley.com/doi/10.1002/mp.15126
627,34382117,10.1007/s10278-021-00500-y,https://link.springer.com/article/10.1007/s10278-021-00500-y
628,34380441,10.1186/s12880-021-00653-w,https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-021-00653-w
629,34439186,10.3390/cancers13164030,https://www.mdpi.com/2072-6694/13/16/4030
630,34450847,10.3390/s21165406,https://www.mdpi.com/1424-8220/21/16/5406
631,34441380,10.3390/diagnostics11081446,https://www.mdpi.com/2075-4418/11/8/1446
632,34441379,10.3390/diagnostics11081445,https://www.mdpi.com/2075-4418/11/8/1445
633,34331717,10.1002/jmv.27252,https://onlinelibrary.wiley.com/doi/10.1002/jmv.27252
634,34396143,10.1097/CCE.0000000000000505,https://journals.lww.com/ccejournal/Fulltext/2021/08000/Predicting_Future_Care_Requirements_Using_Machine.10.aspx
635,34450809,10.3390/s21165371,https://www.mdpi.com/1424-8220/21/16/5371
636,34450823,10.3390/s21165383,https://www.mdpi.com/1424-8220/21/16/5383
637,34402232,10.3346/jkms.2021.36.e198,https://jkms.org/DOIx.php?id=10.3346/jkms.2021.36.e198
638,34450825,10.3390/s21165385,https://www.mdpi.com/1424-8220/21/16/5385
639,34436071,10.3390/bios11080269,https://www.mdpi.com/2079-6374/11/8/269
640,34401870,10.1002/emp2.12534,https://onlinelibrary.wiley.com/doi/10.1002/emp2.12534
641,34841195,10.1038/s42256-021-00377-0,https://www.nature.com/articles/s42256-021-00377-0
642,34441371,10.3390/diagnostics11081437,https://www.mdpi.com/2075-4418/11/8/1437
643,34450821,10.3390/s21165381,https://www.mdpi.com/1424-8220/21/16/5381
644,34374181,10.1002/jmri.27879,https://onlinelibrary.wiley.com/doi/10.1002/jmri.27879
645,34450802,10.3390/s21165361,https://www.mdpi.com/1424-8220/21/16/5361
646,34439152,10.3390/cancers13163998,https://www.mdpi.com/2072-6694/13/16/3998
647,34566287,10.4103/jmp.JMP_117_20,https://www.jmp.org.in/article.asp?issn=0971-6203;year=2021;volume=46;issue=2;spage=80;epage=87;aulast=Amarsee
648,34450776,10.3390/s21165334,https://www.mdpi.com/1424-8220/21/16/5334
649,34441363,10.3390/diagnostics11081429,https://www.mdpi.com/2075-4418/11/8/1429
650,34439668,10.3390/brainsci11081049,https://www.mdpi.com/2076-3425/11/8/1049
651,34450766,10.3390/s21165327,https://www.mdpi.com/1424-8220/21/16/5327
652,34450756,10.3390/s21165315,https://www.mdpi.com/1424-8220/21/16/5315
653,33760390,10.1002/art.41735,https://onlinelibrary.wiley.com/doi/10.1002/art.41735
654,34394853,10.1080/20002297.2021.1962125,https://www.tandfonline.com/doi/full/10.1080/20002297.2021.1962125
655,33645922,10.1002/art.41708,https://onlinelibrary.wiley.com/doi/10.1002/art.41708
656,34439131,10.3390/cancers13163976,https://www.mdpi.com/2072-6694/13/16/3976
657,34450769,10.3390/s21165328,https://www.mdpi.com/1424-8220/21/16/5328
658,34450751,10.3390/s21165309,https://www.mdpi.com/1424-8220/21/16/5309
659,34441350,10.3390/diagnostics11081416,https://www.mdpi.com/2075-4418/11/8/1416
660,33497345,10.1109/JBHI.2021.3054494,https://ieeexplore.ieee.org/document/9336225
661,34450734,10.3390/s21165289,https://www.mdpi.com/1424-8220/21/16/5289
662,34450743,10.3390/s21165302,https://www.mdpi.com/1424-8220/21/16/5302
663,34450746,10.3390/s21165304,https://www.mdpi.com/1424-8220/21/16/5304
664,34449713,10.3390/tomography7030031,https://www.mdpi.com/2379-139X/7/3/31
665,34450729,10.3390/s21165283,https://www.mdpi.com/1424-8220/21/16/5283
666,34441343,10.3390/diagnostics11081409,https://www.mdpi.com/2075-4418/11/8/1409
667,34441340,10.3390/diagnostics11081405,https://www.mdpi.com/2075-4418/11/8/1405
668,34450712,10.3390/s21165273,https://www.mdpi.com/1424-8220/21/16/5273
669,34439656,10.3390/brainsci11081037,https://www.mdpi.com/2076-3425/11/8/1037
670,34460767,10.3390/jimaging7080131,https://www.mdpi.com/2313-433X/7/8/131
671,34346911,10.14309/ctg.0000000000000393,https://journals.lww.com/ctg/Fulltext/2021/08000/A_Novel_Deep_Learning_System_for_Diagnosing_Early.7.aspx
672,34450709,10.3390/s21165270,https://www.mdpi.com/1424-8220/21/16/5270
673,34347314,10.1002/clc.23687,https://onlinelibrary.wiley.com/doi/10.1002/clc.23687
674,34343454,10.1098/rsif.2021.0284,https://royalsocietypublishing.org/doi/10.1098/rsif.2021.0284
675,34692191,10.1364/BOE.431310,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-9-5401&id=454003
676,34450699,10.3390/s21165256,https://www.mdpi.com/1424-8220/21/16/5256
677,34450696,10.3390/s21165253,https://www.mdpi.com/1424-8220/21/16/5253
678,34251728,10.1002/onco.13900,https://academic.oup.com/oncolo/article/26/10/e1822/6513521
679,34435093,10.7717/peerj-cs.614,https://peerj.com/articles/cs-614/
680,34342293,10.14309/ctg.0000000000000385,https://journals.lww.com/ctg/Fulltext/2021/08000/Simultaneous_Recognition_of_Atrophic_Gastritis_and.5.aspx
681,34394338,10.1155/2021/9996737,https://www.hindawi.com/journals/cin/2021/9996737/
682,34343402,10.1002/acm2.13381,https://aapm.onlinelibrary.wiley.com/doi/10.1002/acm2.13381
683,34372476,10.3390/s21155239,https://www.mdpi.com/1424-8220/21/15/5239
684,34441332,10.3390/diagnostics11081398,https://www.mdpi.com/2075-4418/11/8/1398
685,34372473,10.3390/s21155236,https://www.mdpi.com/1424-8220/21/15/5236
686,34334785,10.12659/MSM.934171,https://medscimonit.com/abstract/full/idArt/934171
687,34435099,10.7717/peerj-cs.654,https://peerj.com/articles/cs-654/
688,34264525,10.1002/ajh.26295,https://onlinelibrary.wiley.com/doi/10.1002/ajh.26295
689,34359804,10.3390/cancers13153903,https://www.mdpi.com/2072-6694/13/15/3903
690,34359792,10.3390/cancers13153891,https://www.mdpi.com/2072-6694/13/15/3891
691,34372459,10.3390/s21155222,https://www.mdpi.com/1424-8220/21/15/5222
692,34449583,10.3390/diseases9030054,https://www.mdpi.com/2079-9721/9/3/54
693,34436448,10.3390/metabo11080507,https://www.mdpi.com/2218-1989/11/8/507
694,35330920,10.1145/3459930.3469564,https://dl.acm.org/doi/10.1145/3459930.3469564
695,34372429,10.3390/s21155192,https://www.mdpi.com/1424-8220/21/15/5192
696,34441319,10.3390/diagnostics11081385,https://www.mdpi.com/2075-4418/11/8/1385
697,34441320,10.3390/diagnostics11081386,https://www.mdpi.com/2075-4418/11/8/1386
698,34372444,10.3390/s21155207,https://www.mdpi.com/1424-8220/21/15/5207
699,34310791,10.1111/cea.13993,https://onlinelibrary.wiley.com/doi/10.1111/cea.13993
700,34442108,10.3390/healthcare9080971,https://www.mdpi.com/2227-9032/9/8/971
701,34372447,10.3390/s21155212,https://www.mdpi.com/1424-8220/21/15/5212
702,34441317,10.3390/diagnostics11081383,https://www.mdpi.com/2075-4418/11/8/1383
703,34362175,10.3390/jcm10153398,https://www.mdpi.com/2077-0383/10/15/3398
704,34372409,10.3390/s21155172,https://www.mdpi.com/1424-8220/21/15/5172
705,34330254,10.1186/s12911-021-01450-9,https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-021-01450-9
706,34354361,10.2147/JMDH.S322431,https://www.dovepress.com/early-prediction-of-covid-19-ventilation-requirement-and-mortality-fro-peer-reviewed-fulltext-article-JMDH
707,34441314,10.3390/diagnostics11081380,https://www.mdpi.com/2075-4418/11/8/1380
708,34359751,10.3390/cancers13153851,https://www.mdpi.com/2072-6694/13/15/3851
709,34441124,10.3390/e23080984,https://www.mdpi.com/1099-4300/23/8/984
710,34328819,10.1177/01455613211029749,https://journals.sagepub.com/doi/10.1177/01455613211029749
711,34393823,10.3389/fphys.2021.704122,https://www.frontiersin.org/articles/10.3389/fphys.2021.704122/full
712,34330856,10.1136/bmjopen-2020-046716,https://bmjopen.bmj.com/content/11/7/e046716
713,34401477,10.7717/peerj-cs.655,https://peerj.com/articles/cs-655/
714,34511691,10.1111/exsy.12776,https://onlinelibrary.wiley.com/doi/10.1111/exsy.12776
715,34372370,10.3390/s21155135,https://www.mdpi.com/1424-8220/21/15/5135
716,34372366,10.3390/s21155130,https://www.mdpi.com/1424-8220/21/15/5130
717,34324223,10.1002/jor.25150,https://onlinelibrary.wiley.com/doi/10.1002/jor.25150
718,34442391,10.3390/jpm11080748,https://www.mdpi.com/2075-4426/11/8/748
719,34440700,10.3390/cells10081930,https://www.mdpi.com/2073-4409/10/8/1930
720,34449727,10.3390/tomography7030027,https://www.mdpi.com/2379-139X/7/3/27
721,34367535,10.1155/2021/2603842,https://www.hindawi.com/journals/jhe/2021/2603842/
722,34349576,10.2147/RMHP.S318265,https://www.dovepress.com/machine-learning-algorithms-are-superior-to-conventional-regression-mo-peer-reviewed-fulltext-article-RMHP
723,34360349,10.3390/ijerph18158059,https://www.mdpi.com/1660-4601/18/15/8059
724,34372381,10.3390/s21155145,https://www.mdpi.com/1424-8220/21/15/5145
725,34367542,10.1155/2021/9687591,https://www.hindawi.com/journals/jhe/2021/9687591/
726,34359712,10.3390/cancers13153811,https://www.mdpi.com/2072-6694/13/15/3811
727,34360343,10.3390/ijerph18158052,https://www.mdpi.com/1660-4601/18/15/8052
728,34323397,10.1002/advs.202101333,https://onlinelibrary.wiley.com/doi/10.1002/advs.202101333
729,34322947,10.1002/hbm.25574,https://onlinelibrary.wiley.com/doi/10.1002/hbm.25574
730,34359723,10.3390/cancers13153825,https://www.mdpi.com/2072-6694/13/15/3825
731,34318510,10.1002/clc.23688,https://onlinelibrary.wiley.com/doi/10.1002/clc.23688
732,34367532,10.1155/2021/1730158,https://www.hindawi.com/journals/jhe/2021/1730158/
733,34513258,10.1364/BOE.431096,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-8-5305&id=453796
734,34401475,10.7717/peerj-cs.646,https://peerj.com/articles/cs-646/
735,34442383,10.3390/jpm11080739,https://www.mdpi.com/2075-4426/11/8/739
736,34359696,10.3390/cancers13153795,https://www.mdpi.com/2072-6694/13/15/3795
737,34442085,10.3390/healthcare9080948,https://www.mdpi.com/2227-9032/9/8/948
738,34372338,10.3390/s21155105,https://www.mdpi.com/1424-8220/21/15/5105
739,34376966,10.1177/11769351211035137,https://journals.sagepub.com/doi/10.1177/11769351211035137
740,34349566,10.2147/IMCRJ.S322827,https://www.dovepress.com/machine-learning-in-an-elderly-man-with-heart-failure-peer-reviewed-fulltext-article-IMCRJ
741,34442370,10.3390/jpm11080727,https://www.mdpi.com/2075-4426/11/8/727
742,34359661,10.3390/cancers13153760,https://www.mdpi.com/2072-6694/13/15/3760
743,34359669,10.3390/cancers13153768,https://www.mdpi.com/2072-6694/13/15/3768
744,34442369,10.3390/jpm11080725,https://www.mdpi.com/2075-4426/11/8/725
745,34422520,10.1097/GOX.0000000000003698,https://journals.lww.com/prsgo/Fulltext/2021/07000/A_Novel_Artificial_Intelligence_assisted_Risk.50.aspx
746,34372327,10.3390/s21155092,https://www.mdpi.com/1424-8220/21/15/5092
747,34367315,10.1155/2021/2464821,https://www.hindawi.com/journals/cmmm/2021/2464821/
748,34442078,10.3390/healthcare9080941,https://www.mdpi.com/2227-9032/9/8/941
749,34440490,10.3390/life11080747,https://www.mdpi.com/2075-1729/11/8/747
750,34219353,10.1111/liv.14999,https://onlinelibrary.wiley.com/doi/10.1111/liv.14999
751,34359623,10.3390/cancers13153723,https://www.mdpi.com/2072-6694/13/15/3723
752,34367537,10.1155/2021/4963361,https://www.hindawi.com/journals/jhe/2021/4963361/
753,34439596,10.3390/brainsci11080977,https://www.mdpi.com/2076-3425/11/8/977
754,34359610,10.3390/cancers13153709,https://www.mdpi.com/2072-6694/13/15/3709
755,34372241,10.3390/s21155006,https://www.mdpi.com/1424-8220/21/15/5006
756,34441259,10.3390/diagnostics11081324,https://www.mdpi.com/2075-4418/11/8/1324
757,34296815,10.1002/acr2.11289,https://onlinelibrary.wiley.com/doi/10.1002/acr2.11289
758,34441076,10.3390/e23080936,https://www.mdpi.com/1099-4300/23/8/936
759,34395856,10.7717/peerj-cs.547,https://peerj.com/articles/cs-547/
760,34359595,10.3390/cancers13153689,https://www.mdpi.com/2072-6694/13/15/3689
761,34362023,10.3390/jcm10153238,https://www.mdpi.com/2077-0383/10/15/3238
762,34362014,10.3390/jcm10153231,https://www.mdpi.com/2077-0383/10/15/3231
763,34440474,10.3390/life11080730,https://www.mdpi.com/2075-1729/11/8/730
764,34442338,10.3390/jpm11080695,https://www.mdpi.com/2075-4426/11/8/695
765,34292856,10.1080/07448481.2021.1947841,https://www.tandfonline.com/doi/full/10.1080/07448481.2021.1947841
766,34361982,10.3390/jcm10153198,https://www.mdpi.com/2077-0383/10/15/3198
767,34518739,10.1002/ima.22627,https://onlinelibrary.wiley.com/doi/10.1002/ima.22627
768,34251068,10.1111/cas.15052,https://onlinelibrary.wiley.com/doi/10.1111/cas.15052
769,34372196,10.3390/s21154960,https://www.mdpi.com/1424-8220/21/15/4960
770,34441244,10.3390/diagnostics11081309,https://www.mdpi.com/2075-4418/11/8/1309
771,34157696,10.1088/1741-2552/ac0d60,"https://validate.perfdrive.com/?ssa=9e971e56-4fcd-4e5d-97e2-abe638421200&ssb=69967298843&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1741-2552%2Fac0d60&ssi=6f4920e3-8427-4d1e-a249-fc4c195c044c&ssk=support@shieldsquare.com&ssm=67105435337734115109814085958622&ssn=f578277b1c62aeeeabdb711cd17cd7ba4e5f76d7f064-9edc-40c5-a1ffc7&sso=278b623f-41165e521b822c8942f7c31bb26b9ed94db215af0a6d6156&ssp=94760781821654688596165464240334580&ssq=08485099238906238013392389336786451788345&ssr=MTI5LjMxLjIzMC43OQ==&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/102.0.5005.63%20Safari/537.36&ssv=&ssw=&ssx=W10="
772,34372186,10.3390/s21154949,https://www.mdpi.com/1424-8220/21/15/4949
773,34287213,10.2196/27955,https://medinform.jmir.org/2021/7/e27955
774,34335744,10.1155/2021/3984463,https://www.hindawi.com/journals/ije/2021/3984463/
775,34250754,10.1002/epi4.12520,https://onlinelibrary.wiley.com/doi/10.1002/epi4.12520
776,34359385,10.3390/diagnostics11071299,https://www.mdpi.com/2075-4418/11/7/1299
777,34300667,10.3390/s21144928,https://www.mdpi.com/1424-8220/21/14/4928
778,34300672,10.3390/s21144926,https://www.mdpi.com/1424-8220/21/14/4926
779,34513238,10.1364/BOE.430467,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-8-4997&id=453427
780,34282605,10.3346/jkms.2021.36.e187,https://jkms.org/DOIx.php?id=10.3346/jkms.2021.36.e187
781,34298828,10.3390/cancers13143616,https://www.mdpi.com/2072-6694/13/14/3616
782,34298824,10.3390/cancers13143611,https://www.mdpi.com/2072-6694/13/14/3611
783,34356289,10.3390/healthcare9070911,https://www.mdpi.com/2227-9032/9/7/911
784,34300076,10.3390/ijerph18147625,https://www.mdpi.com/1660-4601/18/14/7625
785,34300086,10.3390/ijerph18147635,https://www.mdpi.com/1660-4601/18/14/7635
786,34458682,10.2196/26769,https://preprints.jmir.org/preprint/26769/accepted
787,34272934,10.1002/advs.202101129,https://onlinelibrary.wiley.com/doi/10.1002/advs.202101129
788,34447874,10.1055/a-1490-8960,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-1490-8960
789,34349837,10.1177/17562864211029551,https://journals.sagepub.com/doi/10.1177/17562864211029551
790,34268728,10.1111/epi.16967,https://onlinelibrary.wiley.com/doi/10.1111/epi.16967
791,34264004,10.1002/brb3.2238,https://onlinelibrary.wiley.com/doi/10.1002/brb3.2238
792,34322593,10.7717/peerj-cs.622,https://peerj.com/articles/cs-622/
793,34133814,10.1111/bju.15515,https://bjui-journals.onlinelibrary.wiley.com/doi/10.1111/bju.15515
794,34259591,10.1177/13524585211029860,https://journals.sagepub.com/doi/10.1177/13524585211029860
795,34359337,10.3390/diagnostics11071255,https://www.mdpi.com/2075-4418/11/7/1255
796,34621657,10.5624/isd.20210077,https://isdent.org/DOIx.php?id=10.5624/isd.20210077
797,34278312,10.1097/CCE.0000000000000476,https://journals.lww.com/ccejournal/Fulltext/2021/07000/A_Full_Stack_Application_for_Detecting_Seizures.14.aspx
798,34300525,10.3390/s21144785,https://www.mdpi.com/1424-8220/21/14/4785
799,34335726,10.1155/2021/9523039,https://www.hindawi.com/journals/cin/2021/9523039/
800,34290908,10.1080/2162402X.2021.1947665,https://www.tandfonline.com/doi/full/10.1080/2162402X.2021.1947665
801,34255713,10.2196/26540,https://mhealth.jmir.org/2021/7/e26540
802,34888528,10.1038/s43587-021-00082-y,https://www.nature.com/articles/s43587-021-00082-y
803,34254471,10.3346/jkms.2021.36.e175,https://jkms.org/DOIx.php?id=10.3346/jkms.2021.36.e175
804,34250715,10.1002/acm2.13350,https://aapm.onlinelibrary.wiley.com/doi/10.1002/acm2.13350
805,34251911,10.1080/21678421.2021.1927102,https://www.tandfonline.com/doi/full/10.1080/21678421.2021.1927102
806,34247529,10.1177/09544119211028380,https://journals.sagepub.com/doi/10.1177/09544119211028380
807,33704792,10.1002/mp.14834,https://aapm.onlinelibrary.wiley.com/doi/10.1002/mp.14834
808,34117783,10.1002/mp.15044,https://aapm.onlinelibrary.wiley.com/doi/10.1002/mp.15044
809,34240783,10.1002/hbm.25565,https://onlinelibrary.wiley.com/doi/10.1002/hbm.25565
810,34240748,10.1111/epi.16990,https://onlinelibrary.wiley.com/doi/10.1111/epi.16990
811,34238015,10.1161/STROKEAHA.120.030950,https://www.ahajournals.org/doi/10.1161/STROKEAHA.120.030950
812,34513220,10.1364/BOE.426803,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-8-4713&id=453098
813,34558818,10.1002/hep4.1768,https://aasldpubs.onlinelibrary.wiley.com/doi/10.1002/hep4.1768
814,34157173,10.1002/onco.13869,https://academic.oup.com/oncolo/article/26/9/751/6512110
815,34233555,10.1080/14767058.2021.1918670,https://www.tandfonline.com/doi/full/10.1080/14767058.2021.1918670
816,34233526,10.1177/15353702211018970,https://journals.sagepub.com/doi/10.1177/15353702211018970
817,34300378,10.3390/s21144638,https://www.mdpi.com/1424-8220/21/14/4638
818,34268010,10.7717/peerj.11692,https://peerj.com/articles/11692/
819,34219477,10.1177/21925682211026910,https://journals.sagepub.com/doi/10.1177/21925682211026910
820,34226990,10.1007/s00330-021-08146-8,https://link.springer.com/article/10.1007/s00330-021-08146-8
821,34381946,10.1259/bjro.20200073,https://www.birpublications.org/doi/10.1259/bjro.20200073
822,34213081,10.1002/hbm.25575,https://onlinelibrary.wiley.com/doi/10.1002/hbm.25575
823,34815648,10.20524/aog.2021.0653,http://www.annalsgastro.gr/files/journals/1/earlyview/2021/ev-07-2021-07-AG_5972-0653.pdf
824,34341636,10.5021/ad.2021.33.4.345,https://anndermatol.org/DOIx.php?id=10.5021/ad.2021.33.4.345
825,34212526,10.1111/1754-9485.13278,https://onlinelibrary.wiley.com/doi/10.1111/1754-9485.13278
826,34224403,10.1097/CM9.0000000000001547,https://journals.lww.com/cmj/Fulltext/2021/08050/Establish_a_normal_fetal_lung_gestational_age.11.aspx
827,34124830,10.1111/hepr.13681,https://onlinelibrary.wiley.com/doi/10.1111/hepr.13681
828,34512201,10.1002/cpe.6434,https://onlinelibrary.wiley.com/doi/10.1002/cpe.6434
829,34098532,10.1088/1361-6579/ac08e6,"https://validate.perfdrive.com/?ssa=88e1d54f-3c83-42c7-808a-b8ad93d48c0e&ssb=39666256084&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6579%2Fac08e6&ssi=f6fcc84c-8427-4405-9684-f14ce5d65886&ssk=support@shieldsquare.com&ssm=65700614530050805105387923915417&ssn=e19162d5f565b35149778be68a8504ff233c4032c54a-0f20-4fca-8c09e2&sso=bce64178-52aa4780b6c90291542f7a2bf19e217817b6efb8f913b2dc&ssp=05946817631654647158165461251850470&ssq=22971189277163338647392771576923760335662&ssr=MTI5LjMxLjIzMC43OQ==&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/102.0.5005.63%20Safari/537.36&ssv=&ssw=&ssx=W10="
830,34263163,10.1177/26317745211014698,https://journals.sagepub.com/doi/10.1177/26317745211014698
831,34307860,10.7717/peerj-cs.607,https://peerj.com/articles/cs-607/
832,34185395,10.1049/syb2.12031,https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/syb2.12031
833,34307899,10.20900/jpbs.20210011,https://jpbs.hapres.com/htmls/JPBS_1407_Detail.html
834,34316227,10.4103/jhrs.jhrs_26_21,https://www.jhrsonline.org/article.asp?issn=0974-1208;year=2021;volume=14;issue=2;spage=129;epage=136;aulast=Shemshaki
835,34262570,10.3389/fimmu.2021.700782,https://www.frontiersin.org/articles/10.3389/fimmu.2021.700782/full
836,34457429,10.1364/BOE.432654,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-7-4510&id=452860
837,34184390,10.1002/acm2.13327,https://aapm.onlinelibrary.wiley.com/doi/10.1002/acm2.13327
838,34028053,10.1002/mp.14987,https://aapm.onlinelibrary.wiley.com/doi/10.1002/mp.14987
839,33973341,10.1111/ocr.12493,https://onlinelibrary.wiley.com/doi/10.1111/ocr.12493
840,34235453,10.1097/CCE.0000000000000453,https://journals.lww.com/ccejournal/Fulltext/2021/07000/Generalization_in_Clinical_Prediction_Models__The.3.aspx
841,34202607,10.3390/diagnostics11071156,https://www.mdpi.com/2075-4418/11/7/1156
842,33334933,10.1183/13993003.02591-2020,https://erj.ersjournals.com/content/57/6/2002591
843,34538962,10.1002/spe.3011,https://onlinelibrary.wiley.com/doi/10.1002/spe.3011
844,35309968,10.1145/3463494,https://dl.acm.org/doi/10.1145/3463494
845,34250491,10.1148/ryct.2021200580,https://pubs.rsna.org/doi/10.1148/ryct.2021200580
846,33570776,10.1002/hep.31750,https://aasldpubs.onlinelibrary.wiley.com/doi/10.1002/hep.31750
847,34165378,10.1080/21645515.2021.1940651,https://www.tandfonline.com/doi/full/10.1080/21645515.2021.1940651
848,34457424,10.1364/BOE.431356,https://opg.optica.org/boe/fulltext.cfm?uri=boe-12-7-4438&id=452754
849,34159697,10.1002/acm2.13320,https://aapm.onlinelibrary.wiley.com/doi/10.1002/acm2.13320
850,34107460,10.1088/1361-6560/ac09a2,"https://validate.perfdrive.com/?ssa=3d07b561-f18e-46f8-886c-e2a75f71d361&ssb=15743213856&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6560%2Fac09a2&ssi=1e22b336-8427-4f94-8e65-b39668726286&ssk=support@shieldsquare.com&ssm=53336634965636333108155026599558&ssn=ff8a67b69ff4bb03860ff80c9a40a71ced62e2b2a068-c9bd-445e-a087f9&sso=ff1667da-b12f27489a56e4f31e1bc956dcf063e6d75545125f294fc2&ssp=45708085831654686487165468026779153&ssq=91567619292106793511392921831102066407889&ssr=MTI5LjMxLjIzMC43OQ==&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/102.0.5005.63%20Safari/537.36&ssv=&ssw=&ssx=W10="
851,34206288,10.3390/cancers13133106,https://www.mdpi.com/2072-6694/13/13/3106
852,34155883,10.1021/acs.analchem.1c01061,https://pubs.acs.org/doi/10.1021/acs.analchem.1c01061
853,34157138,10.1002/mp.14827,https://aapm.onlinelibrary.wiley.com/doi/10.1002/mp.14827
854,34386119,10.1002/joa3.12555,https://onlinelibrary.wiley.com/doi/10.1002/joa3.12555
855,34206549,10.3390/diagnostics11071136,https://www.mdpi.com/2075-4418/11/7/1136
856,34089228,10.1002/cyto.a.24467,https://onlinelibrary.wiley.com/doi/10.1002/cyto.a.24467
